Catalyst key,Catalyst,Formula,Morphology
paper_1000|output_1000|chem_H_WO3,H-WO3,H-WO3,Hierarchical
paper_139|output_139|chem_PtRh,Platinum-Rhodium,PtRh,Film/Coating
paper_139|output_139|chem_PtRu,Platinum-Ruthenium,PtRu,Film/Coating; Particle/Cluster
paper_13|output_13|chem_alpha_Co_OH_2,alpha-Co(OH)2,Co(OH)2,2D Sheet; Amorphous; Crystalline; Faceted Polyhedron; Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_13|output_13|chem_alpha_Co_OH_Cl,alpha-Co(OH)2-xClx,Co(OH)2-xClx,2D Sheet; Amorphous; Crystalline; Faceted Polyhedron; Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_13|output_13|chem_beta_Co_OH_2,beta-Co(OH)2,Co(OH)2,2D Sheet; Amorphous; Crystalline; Faceted Polyhedron; Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_1400|output_1400|chem_Ni0.9Co0.1(OH)2,Ni0.9Co0.1(OH)2,Ni_{0.9}Co_{0.1}(OH)_2,Porous Network
paper_1400|output_1400|chem_NiFe_LDH,NiFe LDH,NiFe-LDH,Porous Network
paper_1402|output_1402|chem_MoO3-x_Pt_C,MoO3-x@Pt/C,MoO3-x@Pt/C,Hollow/Core-Shell; Particle/Cluster
paper_1403|output_1403|chem_2H_Nb1.35S2,2H Nb1.35S2,Nb_{1.35}S_2,Rough/Wrinkled
paper_1404|output_1404|chem_pt_tet,Pt_tet,Pt,2D Sheet; Amorphous; Crystalline; Faceted Polyhedron; Generic Nanostructure; Particle/Cluster
paper_1404|output_1404|chem_pt_tet_ni_oh2,Pt_tet@Ni(OH)₂,Pt_tet@Ni(OH)₂,2D Sheet; Amorphous; Crystalline; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1405|output_1405|chem_kb_ru,KB@Ru,RuO2/KB,2D Sheet; Particle/Cluster
paper_1405|output_1405|chem_kb_rup_300,KB@RuP-300,RuO2@RuP2/KB,Particle/Cluster
paper_1405|output_1405|chem_kb_rup_550,KB@RuP-550,RuO2@RuP2/KB,Particle/Cluster
paper_1405|output_1405|chem_kb_rup_800,KB@RuP-800,RuO2@RuP2/KB,Particle/Cluster
paper_1405|output_1405|chem_kb_rup_800_b,KB@RuP-800-B,RuO2@RuP2/KB,Particle/Cluster
paper_1406|output_1406|chem_CoFe_OH,"(Co,Fe)-OH",,Crystalline; Particle/Cluster; Porous Network
paper_1406|output_1406|chem_Ir1_CoFe_OH,"Ir1/(Co,Fe)-OH",,1D Wire/Rod/Tube; Amorphous; Film/Coating; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1406|output_1406|chem_Ir1_CoFe_OH_MI,"Ir1/(Co,Fe)-OH/MI",,1D Wire/Rod/Tube; 2D Sheet; Crystalline; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1408|output_1408|chem_NiCo_LDH,NiCo–LDH,NiCo-LDH,Amorphous; Array/Aligned; Faceted Polyhedron; Generic Nanostructure; Particle/Cluster; Porous Network
paper_140|output_140|chem_Ru@NMoC,Ru@NMoC,,Flower/Urchin/Dendrite; Hollow/Core-Shell; Particle/Cluster
paper_1410|output_1410|chem_PdCoO2,PdCoO2,PdCoO2,Faceted Polyhedron; Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_1410|output_1410|chem_PtCoO2,PtCoO2,PtCoO2,Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_1411|output_1411|chem_BSCF,BSCF,Ba0.5Sr0.5Co0.8Fe0.2O3-δ,Particle/Cluster
paper_1411|output_1411|chem_Co3O4,Co3O4,Co3O4,Particle/Cluster; Porous Network
paper_1411|output_1411|chem_CoO,CoO,CoO,2D Sheet; Porous Network
paper_1412|output_1412|chem_Pt3Ru_111,Pt3Ru(111),Pt3Ru(111),Film/Coating
paper_1412|output_1412|chem_PtRu_thin_film,Ru-modified Pt film electrode,Pt3Ru,Film/Coating
paper_1412|output_1412|chem_Pt_111,Pt(111),Pt(111),Film/Coating; Particle/Cluster; Rough/Wrinkled
paper_1412|output_1412|chem_Pt_thin_film,Pt thin film electrode,Pt,Film/Coating; Particle/Cluster; Rough/Wrinkled
paper_1413|output_1413|chem_PtNWs,Pt nanowires,Pt,1D Wire/Rod/Tube; Crystalline
paper_1413|output_1413|chem_polycrystalline_Pt_disc,polycrystalline Pt disc electrode,Pt,1D Wire/Rod/Tube; Crystalline
paper_1414|output_1414|chem_NiCo_LDH,NiCo LDH,,2D Sheet
paper_1414|output_1414|chem_NiFe_LDH,NiFe LDH,Ni6Fe2(OH)16·CO3·4H2O,2D Sheet
paper_1414|output_1414|chem_NiMn_LDH,NiMn LDH,,2D Sheet
paper_1417|output_1417|chem_Mo5N6,Mo5N6 nanosheets,Mo5N6,2D Sheet
paper_1418|output_1418|chem_EE_NiPS3,EE-NiPS₃,NiPS₃,2D Sheet; Particle/Cluster; Porous Network
paper_1418|output_1418|chem_Fe_NiPS3,Fe/NiPS₃,Fe/NiPS₃,Particle/Cluster; Porous Network
paper_1418|output_1418|chem_NiFe_LDH,NiFe layered double hydroxides,NiFe-LDH,2D Sheet
paper_1418|output_1418|chem_bulk_NiPS3,bulk NiPS₃,NiPS₃,2D Sheet; Particle/Cluster; Porous Network
paper_1419|output_1419|chem_NiFe_LDH,NiFe layered double hydroxide (NiFe-LDH),,2D Sheet
paper_1420|output_1420|chem_IrTiO2,IrTiO2,IrTiO2,1D Wire/Rod/Tube; 2D Sheet; Array/Aligned; Faceted Polyhedron; Porous Network
paper_1420|output_1420|chem_IrTiO2_x,IrTiO_{2-x},IrTiO_{2-x},1D Wire/Rod/Tube; Array/Aligned
paper_1420|output_1420|chem_TiO2,TiO2,TiO2,1D Wire/Rod/Tube; Array/Aligned
paper_1421|output_1421|chem_20pct_Ir_C,20% Ir/C,20% Ir/C,1D Wire/Rod/Tube; 2D Sheet; Faceted Polyhedron; Particle/Cluster
paper_1421|output_1421|chem_IrTiO2,IrTiO2,IrTiO2,1D Wire/Rod/Tube; Array/Aligned
paper_1421|output_1421|chem_IrTiO2_x,IrTiO2-x,IrTiO2-x,1D Wire/Rod/Tube; Faceted Polyhedron; Particle/Cluster
paper_1422|output_1422|chem_Ni,Ni,Ni,Film/Coating; Particle/Cluster
paper_1422|output_1422|chem_NiO,NiO,NiO,Film/Coating
paper_1422|output_1422|chem_Ni_NiO_VAN,Ni/NiO VAN,Ni/NiO,Array/Aligned; Particle/Cluster
paper_1423|output_1423|chem_Pt(110),Pt(110),Pt,Crystalline; Particle/Cluster; Rough/Wrinkled
paper_1423|output_1423|chem_Pt(111),Pt(111),Pt,Crystalline; Particle/Cluster; Rough/Wrinkled
paper_1423|output_1423|chem_Pt-islands_Pt(111),Pt-islands/Pt(111),Pt,Crystalline; Particle/Cluster; Rough/Wrinkled
paper_1425|output_1425|chem_CM_PANI_Fe_C,(CM+PANI)-Fe-C,Fe-N-C,Crystalline; Generic Nanostructure; Hierarchical; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_1427|output_1427|chem_CWO_del_48,CWO-del-48,Co(WO4)1-x(H2O)2(OH)2,2D Sheet; Crystalline; Film/Coating; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1427|output_1427|chem_CoWO4,CoWO4,CoWO4,2D Sheet; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1427|output_1427|chem_cobaltic_oxide,cobaltic oxide,Co3O4,Particle/Cluster
paper_1428|output_1428|chem_CoFe_LDH,CoFe-LDHs,,2D Sheet
paper_1428|output_1428|chem_MOF_POM,MOF@POM,,2D Sheet; Crystalline; Faceted Polyhedron; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1428|output_1428|chem_NiFe_LDH,NiFe-LDHs,,2D Sheet
paper_1428|output_1428|chem_pure_MOF,pure MOF,,Faceted Polyhedron
paper_1429|output_1429|chem_MOF,MOF,,Particle/Cluster; Porous Network
paper_1429|output_1429|chem_MOF_POM,MOF@POM,,2D Sheet; Generic Nanostructure; Porous Network
paper_142|output_142|chem_AgO_x_NP,AgO_x-NP,AgO_x,2D Sheet; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_142|output_142|chem_IrCoO_x_C,IrCoO_x/C,IrCoO_x/C,Particle/Cluster
paper_142|output_142|chem_RuIrCaO_x,RuIrCaO_x,RuIrCaO_x,Particle/Cluster
paper_1432|output_1432|chem_Ni_NiOH2_TPE,tape-cast Ni/Ni(OH)₂ electrode (TPE),Ni/Ni(OH)₂,2D Sheet; Generic Nanostructure; Hierarchical; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_1434|output_1434|chem_ni_alpha_ni_oh_2_nsa,Ni/α-Ni(OH)₂ NSAs,Ni/Ni(OH)₂,1D Wire/Rod/Tube; Amorphous; Porous Network
paper_1434|output_1434|chem_ni_beta_ni_oh_2_nsa,Ni/β-Ni(OH)₂ NSAs,Ni/Ni(OH)₂,1D Wire/Rod/Tube; Amorphous; Porous Network
paper_1437|output_1437|chem_IrOx_NPs_Sb_SnO2,IrO_x NPs/Sb-SnO_2,IrO_x/Sb-SnO_2,1D Wire/Rod/Tube; Particle/Cluster
paper_1437|output_1437|chem_IrOx_NRs_Sb_SnO2,IrOx NRs/Sb-SnO2,IrO_x/Sb-SnO_2,1D Wire/Rod/Tube; Particle/Cluster
paper_1438|output_1438|chem_Mn1OxOHy_Ru_C,Mn₁Oₓ(OH)ᵧ@Ru/C,,1D Wire/Rod/Tube; 2D Sheet; Film/Coating; Generic Nanostructure; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_1438|output_1438|chem_MnO_Ru_C,MnO@Ru/C,,1D Wire/Rod/Tube; 2D Sheet; Film/Coating; Generic Nanostructure; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_1438|output_1438|chem_Ru_C,Ru/C,,Crystalline
paper_1439|output_1439|chem_cr_niooh,CR-NiOOH,NiOOH,Particle/Cluster
paper_1439|output_1439|chem_moo2_ni,MoO2-Ni,MoO2-Ni,1D Wire/Rod/Tube; 2D Sheet; Array/Aligned; Crystalline; Generic Nanostructure; Porous Network
paper_1440|output_1440|chem_PBSC,PrBa_{0.5}Sr_{0.5}Co_2O_{5+δ},PrBa_{0.5}Sr_{0.5}Co_2O_{5+δ},Crystalline; Porous Network
paper_1441|output_1441|chem_cr_n_c,Cr-N-C,,Particle/Cluster; Porous Network
paper_1441|output_1441|chem_pt_ac_cr_n_c,Pt-AC/Cr-N-C,,1D Wire/Rod/Tube; Generic Nanostructure; Particle/Cluster
paper_1441|output_1441|chem_pt_np_cr_n_c,Pt-NP/Cr-N-C,,1D Wire/Rod/Tube; Particle/Cluster
paper_1441|output_1441|chem_pt_np_n_c,Pt-NP/N-C,,Particle/Cluster
paper_1441|output_1441|chem_pt_sa_cr_n_c,Pt-SA/Cr-N-C,,Hollow/Core-Shell; Particle/Cluster
paper_1442|output_1442|chem_ir_sac_nife_ldh,Ir_sac-NiFe LDH,,2D Sheet; Particle/Cluster; Porous Network
paper_1442|output_1442|chem_nife_ldh,NiFe LDH,,1D Wire/Rod/Tube; 2D Sheet; Generic Nanostructure; Particle/Cluster
paper_1443|output_1443|chem_FeNi_NF,FeNi@NF,FeNi,Film/Coating; Porous Network
paper_1443|output_1443|chem_FeNi_VO4_x_NF,FeNi(VO₄)ₓ@NF,FeNi(VO₄)_x,Film/Coating; Particle/Cluster; Porous Network
paper_1443|output_1443|chem_FeVO4_NF,FeVO₄@NF,FeVO₄,Porous Network
paper_1443|output_1443|chem_Ni3_VO4_2_NF,Ni₃(VO₄)₂@NF,Ni₃(VO₄)₂,Porous Network
paper_1444|output_1444|chem_Ni_Fe_K0.23MnO2_CNFs_300,Ni-Fe-K_{0.23}MnO_2 CNFs-300,"K_{0.23}MnO_2 (Ni,Fe doped)",1D Wire/Rod/Tube; 2D Sheet; Particle/Cluster
paper_1445|output_1445|chem_NiFe_LDH_Ti,NiFe LDH/Ti,NiFe LDH,2D Sheet; Amorphous; Film/Coating; Generic Nanostructure
paper_1445|output_1445|chem_NiO,NiO,NiO,1D Wire/Rod/Tube; 2D Sheet; Amorphous; Crystalline; Film/Coating; Particle/Cluster; Porous Network
paper_1445|output_1445|chem_ir_1e15,ir-1e15,NiO/NiFe2O4,2D Sheet; Amorphous; Film/Coating; Generic Nanostructure
paper_1445|output_1445|chem_ir_2e16,ir-2e16,NiO/NiFe2O4,2D Sheet; Amorphous; Film/Coating; Generic Nanostructure
paper_1445|output_1445|chem_ir_2e16_annealed,NiO/NiFe2O4 (ir-2e16) annealed,NiO/NiFe2O4,2D Sheet; Amorphous; Film/Coating; Generic Nanostructure
paper_1448|output_1448|chem_CoB_MOF_CC,CoB@MOF@CC,,2D Sheet; Porous Network
paper_1449|output_1449|chem_Co3O4_CoRuOx,Co₃O₄@CoRuOₓ,,1D Wire/Rod/Tube; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_144|output_144|chem_Pt,platinum,Pt,Particle/Cluster
paper_144|output_144|chem_Pt_0.31_Ni_0.69,Pt₀.₃₁Ni₀.₆₉,Pt₀.₃₁Ni₀.₆₉,Particle/Cluster
paper_144|output_144|chem_Pt_0.65_Ru_0.30_Ni_0.05,Pt₀.₆₅Ru₀.₃₀Ni₀.₀₅,Pt₀.₆₅Ru₀.₃₀Ni₀.₀₅,1D Wire/Rod/Tube; 2D Sheet; Particle/Cluster
paper_144|output_144|chem_Pt_0.7_Ru_0.3,Pt₀.₇Ru₀.₃,Pt₀.₇Ru₀.₃,Particle/Cluster
paper_1450|output_1450|chem_Ni(OH)2_NF,Ni(OH)2/NF,Ni(OH)2/NF,Porous Network
paper_1450|output_1450|chem_Ni3S2_NF,Ni3S2/NF,Ni3S2/NF,Porous Network
paper_1451|output_1451|chem_h_cosx_nf,H-CoS_x/NF,CoS_x/NF,2D Sheet; Array/Aligned; Hierarchical; Particle/Cluster; Porous Network
paper_1451|output_1451|chem_h_cosx_nifeldh_nf,H-CoS_x@NiFe LDH/NF,CoS_x@NiFe LDH/NF,2D Sheet; Amorphous; Array/Aligned; Generic Nanostructure; Hierarchical; Hollow/Core-Shell; Porous Network
paper_1451|output_1451|chem_nifeldh_nf,NiFe LDH/NF,NiFe LDH/NF,2D Sheet; Array/Aligned; Generic Nanostructure; Hierarchical; Hollow/Core-Shell; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_1452|output_1452|chem_Fe2O3-Cu2O,Fe2O3-Cu2O heterojunction nanowires,Fe2O3/Cu2O,1D Wire/Rod/Tube; 2D Sheet; Array/Aligned; Film/Coating; Generic Nanostructure; Hollow/Core-Shell; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_1452|output_1452|chem_Fe2O3_NR_NB,Fe2O3 NR@NB,Fe2O3,Film/Coating
paper_1453|output_1453|chem_NiFe_NPs,NiFe nanoparticles,NiFe,Faceted Polyhedron; Particle/Cluster
paper_1453|output_1453|chem_NiFe_NiFeOOH_core_shell,NiFe/NiFeOOH core/shell nanoparticles,NiFe/NiFeOOH,Hollow/Core-Shell; Particle/Cluster
paper_1454|output_1454|chem_2H_MoS2,2H MoS2,MoS2,2D Sheet; Particle/Cluster
paper_1454|output_1454|chem_gold_microelectrode,gold microelectrode,Au,Film/Coating
paper_1455|output_1455|chem_MoO2_NF,MoO2/NF,MoO2,2D Sheet; Porous Network
paper_1455|output_1455|chem_NiMoO4_NF,NiMoO4/NF,NiMoO4,Particle/Cluster
paper_1455|output_1455|chem_Ni_MoO2_NF,Ni-MoO2/NF,Ni-MoO2,1D Wire/Rod/Tube; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1455|output_1455|chem_Ni_NF,Ni/NF,Ni,1D Wire/Rod/Tube; 2D Sheet; Flower/Urchin/Dendrite; Generic Nanostructure; Porous Network
paper_1456|output_1456|chem_FeCoMoPB_Mo0,FeCoMoPB (Mo0),FeCoPB,2D Sheet; Generic Nanostructure; Particle/Cluster
paper_1456|output_1456|chem_FeCoMoPB_Mo10,FeCoMoPB (Mo10),FeCoMo10PB,2D Sheet
paper_1456|output_1456|chem_FeCoMoPB_Mo3,FeCoMoPB (Mo3),FeCoMo3PB,2D Sheet
paper_1456|output_1456|chem_FeCoMoPB_Mo5,FeCoMoPB (Mo5),FeCoMo5PB,2D Sheet
paper_1456|output_1456|chem_FeCoMoPB_Mo7,FeCoMoPB (Mo7),FeCoMo7PB,2D Sheet
paper_1458|output_1458|chem_Gd_MoS2,Gd@MoS2,Gd@MoS2,Hollow/Core-Shell; Particle/Cluster
paper_1459|output_1459|chem_180_1T_MoS2,180-1T-MoS₂,MoS₂,2D Sheet; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1459|output_1459|chem_200_1T_MoS2,200-1T-MoS₂,MoS₂,2D Sheet; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1459|output_1459|chem_2H_MoS2,2H-MoS₂,MoS₂,2D Sheet; Generic Nanostructure; Particle/Cluster; Porous Network
paper_145|output_145|chem_Ag_nanoparticles,Silver nanoparticles,Ag,Particle/Cluster
paper_145|output_145|chem_Ni_N_C,Nickel nitrogen-doped carbon,Ni-N/C,Particle/Cluster
paper_1460|output_1460|chem_V0.8Mo0.2Se2-x,V_{0.8}Mo_{0.2}Se_{2-x},V₀.₈Mo₀.₂Se_{2-x},1D Wire/Rod/Tube; 2D Sheet; Flower/Urchin/Dendrite; Generic Nanostructure; Hierarchical; Particle/Cluster
paper_1461|output_1461|chem_Co3O4,Co₃O₄,Co₃O₄,1D Wire/Rod/Tube; 2D Sheet; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1461|output_1461|chem_Co3O4_Fe2O3,Co₃O₄/Fe₂O₃,Co₃O₄/Fe₂O₃,1D Wire/Rod/Tube; Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_1461|output_1461|chem_Fe2O3,Fe₂O₃,Fe₂O₃,Porous Network
paper_1462|output_1462|chem_Br_NiOH2,Br-Ni(OH)₂,Br-Ni(OH)₂,1D Wire/Rod/Tube; Particle/Cluster; Porous Network
paper_1462|output_1462|chem_Cl_NiOH2,Cl-Ni(OH)₂,Cl-Ni(OH)₂,Porous Network
paper_1462|output_1462|chem_F_I_NiOH2,"F,I-Ni(OH)₂","F,I-Ni(OH)₂",Porous Network
paper_1462|output_1462|chem_F_NiOH2,F-Ni(OH)₂,F-Ni(OH)₂,Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_1462|output_1462|chem_I_NiOH2,I-Ni(OH)₂,I-Ni(OH)₂,Porous Network
paper_1462|output_1462|chem_pure_NiOH2,Ni(OH)₂,Ni(OH)₂,2D Sheet; Crystalline; Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_1463|output_1463|chem_Pd_LDH_4h,Pd@LDH-4h(Fe-soc-MOF),,Particle/Cluster
paper_1463|output_1463|chem_Pt_LDH_4h,Pt@LDH-4h,,2D Sheet; Flower/Urchin/Dendrite; Hierarchical; Particle/Cluster; Porous Network
paper_1464|output_1464|chem_MoO3_NiFe_NF,MoO3/NiFe-NF,MoO3/NiFe-LDH/NF,1D Wire/Rod/Tube; 2D Sheet; Flower/Urchin/Dendrite; Particle/Cluster; Porous Network
paper_1464|output_1464|chem_NiFe_NF,NiFe-NF,NiFe-LDH/NF,1D Wire/Rod/Tube; 2D Sheet; Flower/Urchin/Dendrite; Particle/Cluster; Porous Network
paper_1465|output_1465|chem_IrOx_Y2O3,IrOx/Y2O3,IrO_x/Y_2O_3,1D Wire/Rod/Tube; Crystalline; Generic Nanostructure; Particle/Cluster
paper_1465|output_1465|chem_IrOx_Y2O3_EC,IrOx/Y2O3-EC,IrO_x/Y_2O_3-EC,1D Wire/Rod/Tube; Crystalline; Generic Nanostructure; Particle/Cluster
paper_1466|output_1466|chem_FNF_0_1V,FNF-0.1 V,Ni₃S₄/FeS@FNF,1D Wire/Rod/Tube; 2D Sheet; Porous Network
paper_1466|output_1466|chem_FNF_0_3V,FNF-0.3 V,Ni₃S₄/FeS@FNF,1D Wire/Rod/Tube; 2D Sheet; Porous Network
paper_1466|output_1466|chem_FNF_0_7V,FNF-0.7 V,Ni₃S₄/FeS@FNF,1D Wire/Rod/Tube; 2D Sheet; Porous Network
paper_1466|output_1466|chem_FeNi_foam,FeNi Foam,FeNi foam,Porous Network
paper_1466|output_1466|chem_Ni3S4_FeS_FNF,Ni₃S₄/FeS@FNF,Ni₃S₄/FeS,1D Wire/Rod/Tube; 2D Sheet; Porous Network
paper_1467|output_1467|chem_NiS2,NiS₂,NiS₂,1D Wire/Rod/Tube; 2D Sheet; Flower/Urchin/Dendrite; Particle/Cluster
paper_1467|output_1467|chem_NiS2_WS2,NiS₂·WS₂,NiS₂·WS₂,1D Wire/Rod/Tube; 2D Sheet; Film/Coating; Flower/Urchin/Dendrite; Particle/Cluster
paper_1467|output_1467|chem_WS2,WS₂,WS₂,1D Wire/Rod/Tube; 2D Sheet; Flower/Urchin/Dendrite; Particle/Cluster
paper_1468|output_1468|chem_p-NiFeMo_NF,p-NiFeMo/NF,,2D Sheet; Crystalline; Faceted Polyhedron; Generic Nanostructure; Particle/Cluster; Porous Network; Rough/Wrinkled
paper_1469|output_1469|chem_h0.23wo3_rgo,H_{0.23}WO_3/rGO,H_{0.23}WO_3/rGO,1D Wire/Rod/Tube; Crystalline; Generic Nanostructure; Particle/Cluster
paper_1469|output_1469|chem_wo3_rgo,WO_3/rGO,WO_3/rGO,1D Wire/Rod/Tube; Generic Nanostructure; Particle/Cluster
paper_146|output_146|chem_d_NiOOH,disordered NiOOH,NiOOH,Crystalline
paper_146|output_146|chem_o_NiOOH,ordered NiOOH,NiOOH,Crystalline
paper_1470|output_1470|chem_r-WO3_NFs,raw WO₃ NFs,WO₃,2D Sheet; Film/Coating
paper_1471|output_1471|chem_aRu0.167Ni,aRu₀.₁₆₇Ni,,Amorphous; Particle/Cluster; Porous Network
paper_1471|output_1471|chem_aRu0.250Ni,aRu₀.₂₅₀Ni,Ru_{0.250}Ni,Amorphous; Particle/Cluster; Porous Network
paper_1471|output_1471|chem_aRu0.333Ni,aRu₀.₃₃₃Ni,,Amorphous; Particle/Cluster; Porous Network
paper_1471|output_1471|chem_aRu0Ni,aRu₀Ni,,Amorphous; Particle/Cluster; Porous Network
paper_1471|output_1471|chem_bRu0.083Ni,bRu₀.₀₈₃Ni,,Porous Network
paper_1471|output_1471|chem_bRu0.167Ni,bRu₀.₁₆₇Ni,,Porous Network
paper_1471|output_1471|chem_bRu0Ni,bRu₀Ni,,Porous Network
paper_1472|output_1472|chem_Co3O4,Co3O4,Co3O4,1D Wire/Rod/Tube; Hierarchical; Porous Network
paper_1472|output_1472|chem_Ir_Co3O4,Ir-Co3O4,Ir-Co3O4,1D Wire/Rod/Tube; Hierarchical; Porous Network
paper_1472|output_1472|chem_RuIr_Co3O4,RuIr-Co3O4,RuIr-Co3O4,1D Wire/Rod/Tube; Flower/Urchin/Dendrite; Hierarchical; Porous Network
paper_1473|output_1473|chem_Pt,Pt,Pt,2D Sheet; Film/Coating
paper_1473|output_1473|chem_Pt_WO3,Pt@WO3,Pt@WO₃,Particle/Cluster
paper_1473|output_1473|chem_WO3,WO₃,WO₃,1D Wire/Rod/Tube; 2D Sheet; Film/Coating; Particle/Cluster
paper_1474|output_1474|chem_CoNi_NS,CoNi NS,,2D Sheet; Flower/Urchin/Dendrite; Particle/Cluster; Porous Network
paper_1474|output_1474|chem_Co_NS,Co NS,,2D Sheet; Flower/Urchin/Dendrite; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1474|output_1474|chem_Ni_NS,Ni NS,,2D Sheet; Porous Network
paper_1475|output_1475|chem_Pd,Pd nanoparticles,Pd,Particle/Cluster
paper_1475|output_1475|chem_Pd-Ni(OH)2,Pd-Ni(OH)₂ heterostructures,Pd-Ni(OH)₂,2D Sheet
paper_1475|output_1475|chem_alpha-Ni(OH)2,α-Ni(OH)₂ nanosheets,Ni(OH)₂,2D Sheet
paper_1476|output_1476|chem_Ni_Co(OH)2-Ru_NF,Ni/Co(OH)₂-Ru@NF,Ni/Co(OH)₂-Ru,Porous Network
paper_1476|output_1476|chem_Ni_Co(OH)2_NF,Ni/Co(OH)₂@NF,Ni/Co(OH)₂,Porous Network
paper_1476|output_1476|chem_Ru_NF,Ru@NF,Ru,Particle/Cluster; Porous Network
paper_1477|output_1477|chem_Mn0.75Ru0.25O2,Mn_{0.75}Ru_{0.25}O_2,Mn_{0.75}Ru_{0.25}O_2,Film/Coating; Particle/Cluster
paper_1478|output_1478|chem_CoFe_LDH_IF,CoFe-LDH/IF,,2D Sheet; Faceted Polyhedron; Generic Nanostructure; Hollow/Core-Shell; Particle/Cluster; Porous Network
paper_1478|output_1478|chem_Ir_CoFe_LDH_IF,Ir@CoFe-LDH/IF,,2D Sheet; Particle/Cluster; Porous Network
paper_1478|output_1478|chem_Ru_Ir_CoFe_LDH_IF,"Ru, Ir@CoFe-LDH/IF",,2D Sheet; Porous Network
paper_1479|output_1479|chem_cldh_cp_cf,CLDH/CP/CF,,2D Sheet
paper_1479|output_1479|chem_cp_cf,CP/CF,Cu₃P,2D Sheet
paper_147|output_147|chem_Ni,Nickel,Ni,Film/Coating
paper_147|output_147|chem_Ni_Pd_Pt_Ru_ML10,Ni-Pd-Pt-Ru ML10,,Film/Coating
paper_147|output_147|chem_Ni_Pd_Pt_Ru_ML11,Ni-Pd-Pt-Ru ML11,,Film/Coating
paper_147|output_147|chem_Ni_Pd_Pt_Ru_ML12,Ni-Pd-Pt-Ru ML12,,Film/Coating
paper_147|output_147|chem_Ni_Pd_Pt_Ru_ML7,Ni-Pd-Pt-Ru ML7,,Film/Coating
paper_147|output_147|chem_Ni_Pd_Pt_Ru_ML9,Ni-Pd-Pt-Ru ML9,,Film/Coating
paper_147|output_147|chem_Ni_Pd_Pt_Ru_equiatomic,Equiatomic Ni-Pd-Pt-Ru,,Film/Coating
paper_147|output_147|chem_Ni_Ru_binary,Binary Ni-Ru,,Array/Aligned; Film/Coating; Particle/Cluster
paper_147|output_147|chem_Pd,Palladium,Pd,Film/Coating
paper_147|output_147|chem_Pt,Platinum,Pt,Film/Coating
paper_147|output_147|chem_Ru,Ruthenium,Ru,Film/Coating
paper_147|output_147|chem_Ru_rich,Ru-rich Ni-Pd-Pt-Ru,,Film/Coating
paper_1480|output_1480|chem_Ni1_x_FeZn_x_LDH,Ni_{1-x}FeZn_x-LDH,Ni_{1-x}FeZn_x-LDH,2D Sheet
paper_1480|output_1480|chem_NiFeOOH_VZn,NiFeOOH-V_Zn,NiFeOOH-V_Zn,2D Sheet
paper_1480|output_1480|chem_NiFeZn_LDH,NiFeZn-LDH,NiFeZn-LDH,2D Sheet
paper_1480|output_1480|chem_NiFe_LDH,NiFe-LDH,NiFe-LDH,2D Sheet; Generic Nanostructure; Particle/Cluster
paper_1481|output_1481|chem_Fe_Ni(OH)2_3DP_Ni_G,Fe-Ni(OH)₂/3DP Ni-G,Fe-Ni(OH)₂,Film/Coating; Generic Nanostructure; Particle/Cluster; Porous Network
paper_1481|output_1481|chem_Fe_Ni(OH)2_3DP_Ni_L,Fe-Ni(OH)₂/3DP Ni-L,Fe-Ni(OH)₂,Film/Coating
paper_1481|output_1481|chem_Fe_Ni(OH)2_3DP_Ni_S,Fe-Ni(OH)₂/3DP Ni-S,Fe-Ni(OH)₂,Film/Coating
paper_1481|output_1481|chem_Ru_Ni(OH)2_3DP_Ni_G,Ru-Ni(OH)₂/3DP Ni-G,Ru-Ni(OH)₂,Film/Coating; Generic Nanostructure; Particle/Cluster; Porous Network
